AURAL2,,Convert to %R("AURAL2"):AURAL2,,Convert to Abs("Convert to %R("AURAL2"):AURAL2"):Convert to %R("AURAL2"):AURAL2,,
Wavelength (nm),%T,Wavelength (nm),%R,Wavelength (nm),Abs,
1555,16.07615471,1555,16.07615471,1555,0.7938178182,
1554,16.06518745,1554,16.06518745,1554,0.7941141725,
1553,16.05696869,1553,16.05696869,1553,0.7943364382,
1552,16.03557396,1552,16.03557396,1552,0.7949154973,
1551,16.03914833,1551,16.03914833,1551,0.7948186994,
1550,16.03050423,1550,16.03050423,1550,0.7950528264,
1549,16.00644684,1549,16.00644684,1549,0.7957050204,
1548,16.00295067,1548,16.00295067,1548,0.7957999706,
1547,15.98839283,1547,15.98839283,1547,0.796195209,
1546,15.96773529,1546,15.96773529,1546,0.7967566848,
1545,15.97363377,1545,15.97363377,1545,0.7965962887,
1544,15.951684,1544,15.951684,1544,0.7971934676,
1543,15.95001698,1543,15.95001698,1543,0.7972388864,
1542,15.94731236,1542,15.94731236,1542,0.7973124981,
1541,15.92149544,1541,15.92149544,1541,0.7980161309,
1540,15.91436005,1540,15.91436005,1540,0.7982108593,
1539,15.90947628,1539,15.90947628,1539,0.7983441353,
1538,15.89812469,1538,15.89812469,1538,0.7986540794,
1537,15.89272785,1537,15.89272785,1537,0.7988015413,
1536,15.87568378,1536,15.87568378,1536,0.79926759,
1535,15.87668037,1535,15.87668037,1535,0.7992402911,
1534,15.84684563,1534,15.84684563,1534,0.8000571728,
1533,15.83636093,1533,15.83636093,1533,0.8003445864,
1532,15.83584404,1532,15.83584404,1532,0.8003587723,
1531,15.81620312,1531,15.81620312,1531,0.8008977771,
1530,15.80863476,1530,15.80863476,1530,0.8011056185,
1529,15.79364204,1529,15.79364204,1529,0.801517725,
1528,15.7948494,1528,15.7948494,1528,0.8014845252,
1527,15.7810421,1527,15.7810421,1527,0.801864326,
1526,15.76812744,1526,15.76812744,1526,0.8022198677,
1525,15.75612259,1525,15.75612259,1525,0.8025506735,
1524,15.74758339,1524,15.74758339,1524,0.8027861118,
1523,15.74295425,1523,15.74295425,1523,0.802913785,
1522,15.73254585,1522,15.73254585,1522,0.8032009602,
1521,15.72377396,1521,15.72377396,1521,0.8034431934,
1520,15.70825386,1520,15.70825386,1520,0.8038720489,
1519,15.69857597,1519,15.69857597,1519,0.8041397333,
1518,15.69391823,1518,15.69391823,1518,0.8042685986,
1517,15.67484474,1517,15.67484474,1517,0.8047967553,
1516,15.66338539,1516,15.66338539,1516,0.8051143885,
1515,15.66316795,1515,15.66316795,1515,0.8051204085,
1514,15.64335346,1514,15.64335346,1514,0.8056701422,
1513,15.63639069,1513,15.63639069,1513,0.8058634996,
1512,15.62364388,1512,15.62364388,1512,0.8062176704,
1511,15.62357426,1511,15.62357426,1511,0.8062196374,
1510,15.60447979,1510,15.60447979,1510,0.8067507148,
1509,15.59030533,1509,15.59030533,1509,0.8071453571,
1508,15.58570576,1508,15.58570576,1508,0.8072735071,
1507,15.56606865,1507,15.56606865,1507,0.8078210354,
1506,15.56060505,1506,15.56060505,1506,0.8079735041,
1505,15.54725647,1505,15.54725647,1505,0.8083462715,
1504,15.53922272,1504,15.53922272,1504,0.808570683,
1503,15.53372478,1503,15.53372478,1503,0.8087244034,
1502,15.52193165,1502,15.52193165,1502,0.8090542555,
1501,15.50552273,1501,15.50552273,1501,0.8095135689,
1500,15.5010004,1500,15.5010004,1500,0.8096402884,
1499,15.48223305,1499,15.48223305,1499,0.8101663589,
1498,15.48527813,1498,15.48527813,1498,0.8100810051,
1497,15.46706676,1497,15.46706676,1497,0.8105920553,
1496,15.45656204,1496,15.45656204,1496,0.8108870983,
1495,15.45712185,1495,15.45712185,1495,0.8108713627,
1494,15.43870735,1494,15.43870735,1494,0.8113890886,
1493,15.42393398,1493,15.42393398,1493,0.811804831,
1492,15.41261101,1492,15.41261101,1492,0.8121237755,
1491,15.40272713,1491,15.40272713,1491,0.8124023676,
1490,15.39915848,1490,15.39915848,1490,0.8125030398,
1489,15.38090897,1489,15.38090897,1489,0.813018024,
1488,15.38476944,1488,15.38476944,1488,0.8129090071,
1487,15.36282921,1487,15.36282921,1487,0.8135287762,
1486,15.35032654,1486,15.35032654,1486,0.8138823509,
1485,15.34563255,1485,15.34563255,1485,0.8140152097,
1484,15.33798599,1484,15.33798599,1484,0.8142316937,
1483,15.33322048,1483,15.33322048,1483,0.8143666387,
1482,15.31498146,1482,15.31498146,1482,0.8148835301,
1481,15.30026627,1481,15.30026627,1481,0.8153010011,
1480,15.29210472,1480,15.29210472,1480,0.8155327439,
1479,15.28079224,1479,15.28079224,1479,0.8158541322,
1478,15.25857258,1478,15.25857258,1478,0.8164860606,
1477,15.25962162,1477,15.25962162,1477,0.8164561987,
1476,15.24859047,1476,15.24859047,1476,0.8167703152,
1475,15.23633862,1475,15.23633862,1475,0.81711936,
1474,15.22316742,1474,15.22316742,1474,0.8174949884,
1473,15.21596622,1473,15.21596622,1473,0.8177004457,
1472,15.2043705,1472,15.2043705,1472,0.8180315495,
1471,15.18984127,1471,15.18984127,1471,0.8184467554,
1470,15.19119549,1470,15.19119549,1470,0.8184080124,
1469,15.17144394,1469,15.17144394,1469,0.8189730644,
1468,15.16379452,1468,15.16379452,1468,0.8191921115,
1467,15.15159321,1467,15.15159321,1467,0.8195416927,
1466,15.14264679,1466,15.14264679,1466,0.8197982311,
1465,15.12782764,1465,15.12782764,1465,0.8202234507,
1464,15.11749744,1464,15.11749744,1464,0.820520103,
1463,15.10968208,1463,15.10968208,1463,0.8207446933,
1462,15.10251045,1462,15.10251045,1462,0.8209508657,
1461,15.08349895,1461,15.08349895,1461,0.8214979172,
1460,15.07874012,1460,15.07874012,1460,0.8216349483,
1459,15.06301785,1459,15.06301785,1459,0.8220880032,
1458,15.06495762,1458,15.06495762,1458,0.822032094,
1457,15.05086613,1457,15.05086613,1457,0.8224385381,
1456,15.03387356,1456,15.03387356,1456,0.8229290843,
1455,15.02351189,1455,15.02351189,1455,0.823228538,
1454,15.01320267,1454,15.01320267,1454,0.8235266209,
1453,15.01243973,1453,15.01243973,1453,0.8235487342,
1452,14.99263,1452,14.99263,1452,0.8241221905,
1451,14.98662663,1451,14.98662663,1451,0.8242961168,
1450,14.97695255,1450,14.97695255,1450,0.8245765567,
1449,14.97357082,1449,14.97357082,1449,0.8246746063,
1448,14.95796013,1448,14.95796013,1448,0.8251276612,
1447,14.94300938,1447,14.94300938,1447,0.8255619407,
1446,14.93423748,1446,14.93423748,1446,0.8258169293,
1445,14.92610455,1445,14.92610455,1445,0.8260535002,
1444,14.90828514,1444,14.90828514,1444,0.826572299,
1443,14.90820026,1443,14.90820026,1443,0.8265748024,
1442,14.88770962,1442,14.88770962,1442,0.8271721005,
1441,14.88209629,1441,14.88209629,1441,0.8273358941,
1440,14.86949348,1440,14.86949348,1440,0.8277038336,
1439,14.85122776,1439,14.85122776,1439,0.8282376528,
1438,14.85194588,1438,14.85194588,1438,0.8282166719,
1437,14.84942436,1437,14.84942436,1437,0.8282904029,
1436,14.82492256,1436,14.82492256,1436,0.829007566,
1435,14.81579113,1435,14.81579113,1435,0.8292751312,
1434,14.80442238,1434,14.80442238,1434,0.8296085,
1433,14.79414082,1433,14.79414082,1433,0.8299102187,
1432,14.78250599,1432,14.78250599,1432,0.8302519321,
1431,14.77225399,1431,14.77225399,1431,0.8305532336,
1430,14.76767826,1430,14.76767826,1430,0.8306877613,
1429,14.75266361,1429,14.75266361,1429,0.8311295509,
1428,14.75849915,1428,14.75849915,1428,0.83095783,
1427,14.74628639,1427,14.74628639,1427,0.8313173652,
1426,14.72543526,1426,14.72543526,1426,0.8319318891,
1425,14.71606922,1425,14.71606922,1425,0.8322081566,
1424,14.70129967,1424,14.70129967,1424,0.8326442838,
1423,14.68672276,1423,14.68672276,1423,0.8330751061,
1422,14.68264771,1422,14.68264771,1422,0.8331956267,
1421,14.67523861,1421,14.67523861,1421,0.8334148526,
1420,14.66578865,1420,14.66578865,1420,0.8336945772,
1419,14.65147591,1419,14.65147591,1419,0.8341186047,
1418,14.65134907,1418,14.65134907,1418,0.8341223598,
1417,14.61420631,1417,14.61420631,1417,0.8352247477,
1416,14.66553211,1416,14.66553211,1416,0.833702147,
1415,14.619771,1415,14.619771,1415,0.835059464,
1414,14.60799694,1414,14.60799694,1414,0.8354093432,
1413,14.59589291,1413,14.59589291,1413,0.8357693553,
1412,14.5793457,1412,14.5793457,1412,0.8362619877,
1411,14.56821537,1411,14.56821537,1411,0.8365936279,
1410,14.57339954,1410,14.57339954,1410,0.8364391327,
1409,14.54697704,1409,14.54697704,1409,0.8372272253,
1408,14.53493881,1408,14.53493881,1408,0.8375868201,
1407,14.54051304,1407,14.54051304,1407,0.8374202847,
1406,14.5239172,1406,14.5239172,1406,0.837916255,
1405,14.51415253,1405,14.51415253,1405,0.8382083178,
1404,14.49557495,1404,14.49557495,1404,0.8387645483,
1403,14.4852457,1403,14.4852457,1403,0.8390741348,
1402,14.48341465,1402,14.48341465,1402,0.8391290307,
1401,14.47170639,1401,14.47170639,1401,0.8394802213,
1400,14.44514847,1400,14.44514847,1400,0.8402779698,
1399,14.45553493,1399,14.45553493,1399,0.8399658203,
1398,14.44571781,1398,14.44571781,1398,0.8402608633,
1397,14.4312458,1397,14.4312458,1397,0.840696156,
1396,14.42122936,1396,14.42122936,1396,0.8409976959,
1395,14.40050125,1395,14.40050125,1395,0.8416223526,
1394,14.40362358,1394,14.40362358,1394,0.8415282369,
1393,14.38344574,1393,14.38344574,1393,0.8421370387,
1392,14.36819553,1392,14.36819553,1392,0.8425977826,
1391,14.3417511,1391,14.3417511,1391,0.8433978558,
1390,14.33028412,1390,14.33028412,1390,0.843745172,
1389,14.3109951,1389,14.3109951,1389,0.8443301916,
1388,14.30307961,1388,14.30307961,1388,0.8445704579,
1387,14.27118587,1387,14.27118587,1387,0.8455399275,
1386,14.26929092,1386,14.26929092,1386,0.8455976248,
1385,14.25863934,1385,14.25863934,1385,0.8459219337,
1384,14.25584126,1384,14.25584126,1384,0.8460071683,
1383,14.24241638,1383,14.24241638,1383,0.8464162946,
1382,14.24041653,1382,14.24041653,1382,0.8464772701,
1381,14.23142433,1381,14.23142433,1381,0.8467516303,
1380,14.2277832,1380,14.2277832,1380,0.8468627334,
1379,14.21649933,1379,14.21649933,1379,0.8472073674,
1378,14.22007561,1378,14.22007561,1378,0.8470981121,
1377,14.1885252,1377,14.1885252,1377,0.8480627537,
1376,14.19969463,1376,14.19969463,1376,0.8477209806,
1375,14.18890381,1375,14.18890381,1375,0.8480511904,
1374,14.18656254,1374,14.18656254,1374,0.8481228352,
1373,14.16875076,1373,14.16875076,1373,0.8486683965,
1372,14.15721512,1372,14.15721512,1372,0.84902215,
1371,14.13863754,1371,14.13863754,1371,0.8495924473,
1370,14.12232494,1370,14.12232494,1370,0.8500937819,
1369,14.12353325,1369,14.12353325,1369,0.8500566483,
1368,14.11049366,1368,14.11049366,1368,0.8504577875,
1367,14.10042953,1367,14.10042953,1367,0.8507676721,
1366,14.09012699,1366,14.09012699,1366,0.8510851264,
1365,14.08384037,1365,14.08384037,1365,0.8512789011,
1364,14.07621098,1364,14.07621098,1364,0.8515142202,
1363,14.06137466,1363,14.06137466,1363,0.8519722223,
1362,14.04874039,1362,14.04874039,1362,0.8523626328,
1361,14.0294466,1361,14.0294466,1361,0.8529594541,
1360,14.0230999,1360,14.0230999,1360,0.8531559706,
1359,13.9854641,1359,13.9854641,1359,0.8543231487,
1358,13.97666454,1358,13.97666454,1358,0.854596436,
1357,13.9646616,1357,13.9646616,1357,0.8549695611,
1356,13.9624548,1356,13.9624548,1356,0.8550382257,
1355,13.94302368,1355,13.94302368,1355,0.855643034,
1354,13.93328571,1354,13.93328571,1354,0.8559464216,
1353,13.92318916,1353,13.92318916,1353,0.8562612534,
1352,13.90217209,1352,13.90217209,1352,0.8569173217,
1351,13.8938446,1351,13.8938446,1351,0.8571775556,
1350,13.880476,1350,13.880476,1350,0.8575956225,
1349,13.87001991,1349,13.87001991,1349,0.8579229116,
1348,13.86270523,1348,13.86270523,1348,0.8581520319,
1347,13.85611916,1347,13.85611916,1347,0.8583583832,
1346,13.8382349,1346,13.8382349,1346,0.8589193225,
1345,13.8292942,1345,13.8292942,1345,0.8592000008,
1344,13.82322788,1344,13.82322788,1344,0.8593905568,
1343,13.803895,1343,13.803895,1343,0.8599983454,
1342,13.7999506,1342,13.7999506,1342,0.8601224422,
1341,13.7846899,1341,13.7846899,1341,0.8606029749,
1340,13.77740097,1340,13.77740097,1340,0.8608326912,
1339,13.77397919,1339,13.77397919,1339,0.8609405756,
1338,13.75851345,1338,13.75851345,1338,0.8614284992,
1337,13.75076771,1337,13.75076771,1337,0.8616730571,
1336,13.74019241,1336,13.74019241,1336,0.8620072007,
1335,13.73011589,1335,13.73011589,1335,0.8623257875,
1334,13.7226162,1334,13.7226162,1334,0.8625630736,
1333,13.70728874,1333,13.70728874,1333,0.8630484343,
1332,13.69668865,1332,13.69668865,1332,0.8633844256,
1331,13.6866827,1331,13.6866827,1331,0.8637018204,
1330,13.67783833,1330,13.67783833,1330,0.8639825583,
1329,13.66094494,1329,13.66094494,1329,0.8645192385,
1328,13.65073967,1328,13.65073967,1328,0.8648438454,
1327,13.63885593,1327,13.63885593,1327,0.8652220964,
1326,13.63405132,1326,13.63405132,1326,0.8653751016,
1325,13.62034988,1325,13.62034988,1325,0.8658117652,
1324,13.61013031,1324,13.61013031,1324,0.8661376834,
1323,13.60255051,1323,13.60255051,1323,0.8663796782,
1322,13.5943222,1322,13.5943222,1322,0.8666424751,
1321,13.57411289,1321,13.57411289,1321,0.8672885299,
1320,13.56414127,1320,13.56414127,1320,0.8676077127,
1319,13.5573225,1319,13.5573225,1319,0.8678261042,
1318,13.54578018,1318,13.54578018,1318,0.8681960106,
1317,13.5358448,1317,13.5358448,1317,0.8685145974,
1316,13.50930786,1316,13.50930786,1316,0.8693668842,
1315,13.50977898,1315,13.50977898,1315,0.8693517447,
1314,13.49751949,1314,13.49751949,1314,0.8697460294,
1313,13.48146248,1313,13.48146248,1313,0.8702629805,
1312,13.47763824,1312,13.47763824,1312,0.8703861833,
1311,13.46113968,1311,13.46113968,1311,0.8709181547,
1310,13.45692444,1310,13.45692444,1310,0.8710541725,
1309,13.44197273,1309,13.44197273,1309,0.8715369701,
1308,13.42911911,1308,13.42911911,1308,0.8719524741,
1307,13.42503738,1307,13.42503738,1307,0.8720844984,
1306,13.40371513,1306,13.40371513,1306,0.8727747798,
1305,13.38577747,1305,13.38577747,1305,0.8733564019,
1304,13.39501286,1304,13.39501286,1304,0.8730568886,
1303,13.37309933,1303,13.37309933,1303,0.8737679124,
1302,13.3581028,1302,13.3581028,1302,0.87425524,
1301,13.35983849,1301,13.35983849,1301,0.8741987944,
1300,13.33375168,1300,13.33375168,1300,0.8750476241,
1299,13.33204365,1299,13.33204365,1299,0.8751032948,
1298,13.31727028,1298,13.31727028,1298,0.8755847812,
1297,13.30872917,1297,13.30872917,1297,0.8758634329,
1296,13.29816437,1296,13.29816437,1296,0.8762083054,
1295,13.2778244,1295,13.2778244,1295,0.876873076,
1294,13.27890301,1294,13.27890301,1294,0.87683779,
1293,13.25993061,1293,13.25993061,1293,0.8774587512,
1292,13.24743176,1292,13.24743176,1292,0.8778682947,
1291,13.2320013,1291,13.2320013,1291,0.8783744574,
1290,13.21869373,1290,13.21869373,1290,0.8788114786,
1289,13.21382046,1289,13.21382046,1289,0.8789715767,
1288,13.20659924,1288,13.20659924,1288,0.879208982,
1287,13.19132423,1287,13.19132423,1287,0.8797115684,
1286,13.1807909,1286,13.1807909,1286,0.880058527,
1285,13.16391945,1285,13.16391945,1285,0.8806147575,
1284,13.15514755,1284,13.15514755,1284,0.8809042573,
1283,13.15036583,1283,13.15036583,1283,0.88106215,
1282,13.12941742,1282,13.12941742,1282,0.8817545176,
1281,13.12158966,1281,13.12158966,1281,0.8820135593,
1280,13.10818672,1280,13.10818672,1280,0.8824573755,
1279,13.09984207,1279,13.09984207,1279,0.8827339411,
1278,13.0834322,1278,13.0834322,1278,0.8832783103,
1277,13.07463932,1277,13.07463932,1277,0.8835702538,
1276,13.06222248,1276,13.06222248,1276,0.8839829564,
1275,13.05283165,1275,13.05283165,1275,0.8842952847,
1274,13.039814,1274,13.039814,1274,0.8847286105,
1273,13.02523804,1273,13.02523804,1273,0.8852143288,
1272,13.01769733,1272,13.01769733,1272,0.8854658008,
1271,13.0060358,1271,13.0060358,1271,0.8858550191,
1270,12.99369144,1270,12.99369144,1270,0.8862674236,
1269,12.98396015,1269,12.98396015,1269,0.8865928054,
1268,12.97496605,1268,12.97496605,1268,0.8868938088,
1267,12.96873379,1267,12.96873379,1267,0.8871024251,
1266,12.94429111,1266,12.94429111,1266,0.8879216909,
1265,12.92190361,1265,12.92190361,1265,0.8886734843,
1264,12.92711926,1264,12.92711926,1264,0.8884982467,
1263,12.92304993,1263,12.92304993,1263,0.8886349797,
1262,12.89816761,1262,12.89816761,1262,0.8894719481,
1261,12.88234138,1261,12.88234138,1261,0.8900051713,
1260,12.88621902,1260,12.88621902,1260,0.8898745179,
1259,12.86979866,1259,12.86979866,1259,0.8904282451,
1258,12.86215782,1258,12.86215782,1258,0.8906861544,
1257,12.84131813,1257,12.84131813,1257,0.8913903832,
1256,12.81678104,1256,12.81678104,1256,0.8922210336,
1255,12.82528305,1255,12.82528305,1255,0.8919330239,
1254,12.80593586,1254,12.80593586,1254,0.892588675,
1253,12.79808617,1253,12.79808617,1253,0.8928549886,
1252,12.7778244,1252,12.7778244,1252,0.8935430646,
1251,12.76632977,1251,12.76632977,1251,0.8939339519,
1250,12.75300789,1250,12.75300789,1250,0.8943873644,
1249,12.74703884,1249,12.74703884,1249,0.8945906758,
1248,12.73477936,1248,12.73477936,1248,0.895008564,
1247,12.73370552,1247,12.73370552,1247,0.8950452209,
1246,12.72366047,1246,12.72366047,1246,0.8953879476,
1245,12.70466137,1245,12.70466137,1245,0.8960369229,
1244,12.6906395,1244,12.6906395,1244,0.8965165019,
1243,12.67944241,1243,12.67944241,1243,0.8968998194,
1242,12.66443253,1242,12.66443253,1242,0.8974142671,
1241,12.65039444,1241,12.65039444,1241,0.8978959322,
1240,12.63829613,1240,12.63829613,1240,0.8983114958,
1239,12.63821697,1239,12.63821697,1239,0.898314178,
1238,12.63065624,1238,12.63065624,1238,0.8985740542,
1237,12.60585785,1237,12.60585785,1237,0.8994275928,
1236,12.60394192,1236,12.60394192,1236,0.8994936347,
1235,12.57992935,1235,12.57992935,1235,0.9003217816,
1234,12.58099842,1234,12.58099842,1234,0.9002848864,
1233,12.56868839,1233,12.56868839,1233,0.9007100463,
1232,12.54862213,1232,12.54862213,1232,0.9014039636,
1231,12.53423119,1231,12.53423119,1231,0.901902318,
1230,12.51879883,1230,12.51879883,1230,0.9024373293,
1229,12.51356602,1229,12.51356602,1229,0.902618885,
1228,12.50611401,1228,12.50611401,1228,0.9028776288,
1227,12.49954224,1227,12.49954224,1227,0.903105855,
1226,12.49020767,1226,12.49020767,1226,0.9034303427,
1225,12.46770954,1225,12.46770954,1225,0.9042133093,
1224,12.45790768,1224,12.45790768,1224,0.9045549035,
1223,12.45189953,1223,12.45189953,1223,0.9047643542,
1222,12.43293667,1222,12.43293667,1222,0.9054262638,
1221,12.42059803,1221,12.42059803,1221,0.9058575034,
1220,12.41324139,1220,12.41324139,1220,0.9061148167,
1219,12.39507866,1219,12.39507866,1219,0.9067507386,
1218,12.38080215,1218,12.38080215,1218,0.9072512388,
1217,12.37353992,1217,12.37353992,1217,0.9075060487,
1216,12.3556509,1216,12.3556509,1216,0.9081343412,
1215,12.3471241,1215,12.3471241,1215,0.9084342122,
1214,12.34076977,1214,12.34076977,1214,0.9086577296,
1213,12.32260513,1213,12.32260513,1213,0.9092974663,
1212,12.31634808,1212,12.31634808,1212,0.9095180631,
1211,12.30795193,1211,12.30795193,1211,0.9098142385,
1210,12.29243088,1210,12.29243088,1210,0.9103622437,
1209,12.28306484,1209,12.28306484,1209,0.9106932282,
1208,12.26706314,1208,12.26706314,1208,0.9112594128,
1207,12.25723934,1207,12.25723934,1207,0.9116073251,
1206,12.24194527,1206,12.24194527,1206,0.9121495485,
1205,12.22826672,1205,12.22826672,1205,0.912635088,
1204,12.2164526,1204,12.2164526,1204,0.9130548835,
1203,12.20405197,1203,12.20405197,1203,0.9134959579,
1202,12.19785404,1202,12.19785404,1202,0.9137165546,
1201,12.18548203,1201,12.18548203,1201,0.9141572714,
1200,12.16242981,1200,12.16242981,1200,0.9149796367,
1199,12.15909386,1199,12.15909386,1199,0.9150987864,
1198,12.1455822,1198,12.1455822,1198,0.9155817032,
1197,12.13835812,1197,12.13835812,1197,0.9158400893,
1196,12.12214088,1196,12.12214088,1196,0.9164206982,
1195,12.10796547,1195,12.10796547,1195,0.9169288278,
1194,12.08862114,1194,12.08862114,1194,0.9176232219,
1193,12.09031105,1193,12.09031105,1193,0.9175625443,
1192,12.07038784,1192,12.07038784,1192,0.9182788134,
1191,12.06741905,1191,12.06741905,1191,0.9183856249,
1190,12.05430603,1190,12.05430603,1190,0.9188577533,
1189,12.03372192,1189,12.03372192,1189,0.9196000099,
1188,12.02528667,1188,12.02528667,1188,0.91990453,
1187,12.00391769,1187,12.00391769,1187,0.9206770062,
1186,12.00130272,1186,12.00130272,1186,0.9207715988,
1185,11.9904604,1185,11.9904604,1185,0.921164155,
1184,11.97300243,1184,11.97300243,1184,0.9217969179,
1183,11.9632225,1183,11.9632225,1183,0.922151804,
1182,11.95853615,1182,11.95853615,1182,0.9223219752,
1181,11.9438076,1181,11.9438076,1181,0.9228572249,
1180,11.93346214,1180,11.93346214,1180,0.9232335091,
1179,11.92318439,1179,11.92318439,1179,0.9236077666,
1178,11.89879894,1178,11.89879894,1178,0.9244968891,
1177,11.89406681,1177,11.89406681,1177,0.9246696234,
1176,11.86754513,1176,11.86754513,1176,0.9256390929,
1175,11.86502171,1175,11.86502171,1175,0.9257314801,
1174,11.85500431,1174,11.85500431,1174,0.9260982871,
1173,11.84161091,1173,11.84161091,1173,0.926589191,
1172,11.82522297,1172,11.82522297,1172,0.9271906614,
1171,11.81527996,1171,11.81527996,1171,0.9275559783,
1170,11.80317974,1170,11.80317974,1170,0.9280009866,
1169,11.79206085,1169,11.79206085,1169,0.9284102917,
1168,11.77768517,1168,11.77768517,1168,0.9289400578,
1167,11.77292156,1167,11.77292156,1167,0.9291157722,
1166,11.75599861,1166,11.75599861,1166,0.9297404885,
1165,11.74640369,1165,11.74640369,1165,0.9300950766,
1164,11.73042297,1164,11.73042297,1164,0.9306863546,
1163,11.71600056,1163,11.71600056,1163,0.9312205911,
1162,11.70579147,1162,11.70579147,1162,0.9315991998,
1161,11.69340801,1161,11.69340801,1161,0.9320588708,
1160,11.67967415,1160,11.67967415,1160,0.9325692654,
1159,11.67235184,1159,11.67235184,1159,0.9328416586,
1158,11.66967201,1158,11.66967201,1158,0.9329413176,
1157,11.64595604,1157,11.64595604,1157,0.9338248372,
1156,11.64310455,1156,11.64310455,1156,0.9339312315,
1155,11.62733173,1155,11.62733173,1155,0.9345199466,
1154,11.60867023,1154,11.60867023,1154,0.9352175593,
1153,11.59648323,1153,11.59648323,1153,0.9356737137,
1152,11.59068394,1152,11.59068394,1152,0.935890913,
1151,11.57904339,1151,11.57904339,1151,0.9363273382,
1150,11.55234337,1150,11.55234337,1150,0.9373298883,
1149,11.54328442,1149,11.54328442,1149,0.9376705885,
1148,11.54852009,1148,11.54852009,1148,0.9374736547,
1147,11.53648663,1147,11.53648663,1147,0.9379264116,
1146,11.51880074,1146,11.51880074,1146,0.938592732,
1145,11.50047874,1145,11.50047874,1145,0.9392840862,
1144,11.49240017,1144,11.49240017,1144,0.939589262,
1143,11.46507645,1143,11.46507645,1143,0.940623045,
1142,11.45999527,1142,11.45999527,1142,0.940815568,
1141,11.45788383,1141,11.45788383,1141,0.940895617,
1140,11.43829918,1140,11.43829918,1140,0.9416385293,
1139,11.42023182,1139,11.42023182,1139,0.9423250556,
1138,11.41557884,1138,11.41557884,1138,0.9425020218,
1137,11.39567471,1137,11.39567471,1137,0.9432599545,
1136,11.39617729,1136,11.39617729,1136,0.9432408214,
1135,11.36485004,1135,11.36485004,1135,0.9444362521,
1134,11.36354828,1134,11.36354828,1134,0.944486022,
1133,11.35127544,1133,11.35127544,1133,0.944955349,
1132,11.3364563,1132,11.3364563,1132,0.945522666,
1131,11.32196236,1131,11.32196236,1131,0.9460783005,
1130,11.31099415,1130,11.31099415,1130,0.9464992285,
1129,11.30121517,1129,11.30121517,1129,0.9468748569,
1128,11.27728176,1128,11.27728176,1128,0.9477955699,
1127,11.28338242,1127,11.28338242,1127,0.947560668,
1126,11.25648022,1126,11.25648022,1126,0.9485973716,
1125,11.25067997,1125,11.25067997,1125,0.9488212466,
1124,11.23389244,1124,11.23389244,1124,0.9494697452,
1123,11.22064686,1123,11.22064686,1123,0.9499821067,
1122,11.20745754,1122,11.20745754,1122,0.9504929185,
1121,11.197649,1121,11.197649,1121,0.9508731365,
1120,11.1859436,1120,11.1859436,1120,0.9513273835,
1119,11.17003822,1119,11.17003822,1119,0.9519453049,
1118,11.16544247,1118,11.16544247,1118,0.9521240592,
1117,11.14989758,1117,11.14989758,1117,0.9527291059,
1116,11.13610458,1116,11.13610458,1116,0.9532666802,
1115,11.11820984,1115,11.11820984,1115,0.9539651275,
1114,11.11354446,1114,11.11354446,1114,0.9541473985,
1113,11.09671593,1113,11.09671593,1113,0.954805553,
1112,11.08198261,1112,11.08198261,1112,0.9553825259,
1111,11.07135868,1111,11.07135868,1111,0.9557991028,
1110,11.06132412,1110,11.06132412,1110,0.9561928511,
1109,11.04220676,1109,11.04220676,1109,0.956944108,
1108,11.03346348,1108,11.03346348,1108,0.957288146,
1107,11.02616596,1107,11.02616596,1107,0.9575755,
1106,11.0122757,1106,11.0122757,1106,0.9581229091,
1105,10.99674225,1105,10.99674225,1105,0.9587359428,
1104,10.9897871,1104,10.9897871,1104,0.9590107203,
1103,10.96818542,1103,10.96818542,1103,0.9598652124,
1102,10.95697498,1102,10.95697498,1102,0.9603093266,
1101,10.958354,1101,10.958354,1101,0.9602546692,
1100,10.93359375,1100,10.93359375,1100,0.9612370729,
1099,10.93449593,1099,10.93449593,1099,0.9612012506,
1098,10.90574741,1098,10.90574741,1098,0.9623445868,
1097,10.89492321,1097,10.89492321,1097,0.9627758265,
1096,10.89043236,1096,10.89043236,1096,0.9629548788,
1095,10.87629223,1095,10.87629223,1095,0.963519156,
1094,10.85442066,1094,10.85442066,1094,0.9643933177,
1093,10.85027122,1093,10.85027122,1093,0.9645593762,
1092,10.83469391,1092,10.83469391,1092,0.9651833773,
1091,10.82062721,1091,10.82062721,1091,0.9657475352,
1090,10.80499554,1090,10.80499554,1090,0.9663754106,
1089,10.79596615,1089,10.79596615,1089,0.9667385221,
1088,10.77752972,1088,10.77752972,1088,0.9674807787,
1087,10.76889038,1087,10.76889038,1087,0.9678290486,
1086,10.75485992,1086,10.75485992,1086,0.9683952332,
1085,10.7458086,1085,10.7458086,1085,0.9687609076,
1084,10.72822475,1084,10.72822475,1084,0.9694721103,
1083,10.70360661,1083,10.70360661,1083,0.9704698324,
1082,10.71501541,1082,10.71501541,1082,0.9700071812,
1081,10.68586254,1081,10.68586254,1081,0.971190393,
1080,10.68457603,1080,10.68457603,1080,0.9712427258,
1079,10.67743492,1079,10.67743492,1079,0.9715330601,
1078,10.64840031,1078,10.64840031,1078,0.9727156162,
1077,10.64225292,1077,10.64225292,1077,0.9729664326,
1076,10.63163853,1076,10.63163853,1076,0.9733997583,
1075,10.61764622,1075,10.61764622,1075,0.9739717245,
